itemName,itemUrl,itemProgress,itemProgresst
摄影器材选购完全指南,https://study.163.com/course/courseMain.htm?courseId=1004074040,,
形象照后期精修教程,https://study.163.com/course/courseMain.htm?courseId=1208943835,0,0
【免费】知识输出极简指南,https://study.163.com/course/courseMain.htm?courseId=1006364004,,
拯救你的记忆 I 变身记忆达人！,https://study.163.com/course/courseMain.htm?courseId=1005207008,,
外企高管教你求职和面试技巧,https://study.163.com/course/courseMain.htm?courseId=1005275023,0,0
购物中心门店数据化运营全解析,https://study.163.com/course/courseMain.htm?courseId=1005938039,,
腾讯文档入门,https://study.163.com/course/courseMain.htm?courseId=1006381094,,
金融原来这么有趣,https://study.163.com/course/courseMain.htm?courseId=1003624005,,
PS+AI+PPT设计小课堂【领跑教育],https://study.163.com/course/courseMain.htm?courseId=1319001,0,0
黄承亮魔法记忆让你快速提高记忆,https://study.163.com/course/courseMain.htm?courseId=1006187076,,
根叔的种子,https://study.163.com/course/courseMain.htm?courseId=1002962019,,
让你大脑开窍的哈佛心智训练,https://study.163.com/course/courseMain.htm?courseId=1006386084,,
大客户营销团队的管理建议,https://study.163.com/course/courseMain.htm?courseId=1006386053,0,0
投行必备证书 -CFA备考第一课,https://study.163.com/course/courseMain.htm?courseId=1003003017,,
大神门徒,https://study.163.com/course/courseMain.htm?courseId=1004459003,,
产品经理微专业系列直播课,https://study.163.com/course/courseMain.htm?courseId=1005313001,,
Python开发实战案例之网络爬虫,https://study.163.com/course/courseMain.htm?courseId=1006084209,,
知识管理：系统构建三维知识体系,https://study.163.com/course/courseMain.htm?courseId=1005856001,,
重构你的年计划,https://study.163.com/course/courseMain.htm?courseId=1005046007,,
战略思维--孙子兵法,https://study.163.com/course/courseMain.htm?courseId=1002854004,,
面试 | 向面试官清晰有力展示自我,https://study.163.com/course/courseMain.htm?courseId=1675005,,
牛羊肉,https://study.163.com/course/courseMain.htm?courseId=1003777024,,
视听琐谈,https://study.163.com/course/courseMain.htm?courseId=1003065001,0,0
2017年MBA/MPAcc/MPA/MEM逻辑基础课程,https://study.163.com/course/courseMain.htm?courseId=1003292001,,
财务自由的第一步个人财商整体观,https://study.163.com/course/courseMain.htm?courseId=1003734016,,
互联网项目管理系列直播,https://study.163.com/course/courseMain.htm?courseId=1005306004,,
零基础快速部署linux服务器环境,https://study.163.com/course/courseMain.htm?courseId=1005096005,,
一分钟童趣简笔画,https://study.163.com/course/courseMain.htm?courseId=1002913020,0,0
零尤克里里轻松学——基础入门教学,https://study.163.com/course/courseMain.htm?courseId=1712015,0,0
premiere教程-oeasy教你玩转pr教程(premiere),https://study.163.com/course/courseMain.htm?courseId=674012,0,0
从零到高手 吉他入门标准教程,https://study.163.com/course/courseMain.htm?courseId=821008,,
大数据运维入门,https://study.163.com/course/courseMain.htm?courseId=1004726030,,
跟明朗学演说,https://study.163.com/course/courseMain.htm?courseId=1004554001,0,0
简七理财之小白理财入门篇9堂课,https://study.163.com/course/courseMain.htm?courseId=781006,,
Python Web开发工程师系列直播课,https://study.163.com/course/courseMain.htm?courseId=1005319002,,
用Python从零打造自己的电影网站,https://study.163.com/course/courseMain.htm?courseId=1005564010,,
看风水不求人-寅荷家居办公解灾,https://study.163.com/course/courseMain.htm?courseId=1671001,,
XMind操作基础教程,https://study.163.com/course/courseMain.htm?courseId=1003911013,,
和外教中教一起学英语口语,https://study.163.com/course/courseMain.htm?courseId=1018083,,
价值百万的HR课程人力资源（一）,https://study.163.com/course/courseMain.htm?courseId=1005651021,,
网络攻防/网络安全/网站安全实战,https://study.163.com/course/courseMain.htm?courseId=1005836020,0,0
狼族摄影公开课-第二季,https://study.163.com/course/courseMain.htm?courseId=1003956003,,
管理心理学之技巧和理论,https://study.163.com/course/courseMain.htm?courseId=1002791012,,
轻松读书53期：番茄工作法,https://study.163.com/course/courseMain.htm?courseId=622004,,
AI-计算机视觉微专业系列直播课,https://study.163.com/course/courseMain.htm?courseId=1006062382,0,0
人民攻摄：零基础轻松搞定摄影,https://study.163.com/course/courseMain.htm?courseId=1003220022,,
小程序开发工程师直播课,https://study.163.com/course/courseMain.htm?courseId=1005357006,,
前端开发工程师微专业系列直播课,https://study.163.com/course/courseMain.htm?courseId=1005439003,0,0
Oracle从入门到精通,https://study.163.com/course/courseMain.htm?courseId=1509008,,
word教程-oeasy教你玩转Word教程,https://study.163.com/course/courseMain.htm?courseId=265005,,
和老钱学IBM商务PPT之软件宝典,https://study.163.com/course/courseMain.htm?courseId=1003840008,,
老钱职场PPT高手六脉神剑互动篇,https://study.163.com/course/courseMain.htm?courseId=1003838005,,
无构成，不设计!平面设计师必修课,https://study.163.com/course/courseMain.htm?courseId=1004397002,,
【简快阅读33】交易心理——掌控市场持续盈利,https://study.163.com/course/courseMain.htm?courseId=1434034,,
吴恩达机器学习,https://study.163.com/course/courseMain.htm?courseId=1004570029,0,0
简七理财教你找高收益靠谱P2P平台,https://study.163.com/course/courseMain.htm?courseId=967016,,
简七理财之简七教你挑选合适的保险,https://study.163.com/course/courseMain.htm?courseId=1011046,,
【简快阅读46】关键20小时，快速学会任何技能,https://study.163.com/course/courseMain.htm?courseId=1002817008,,
离职纠纷处理实务,https://study.163.com/course/courseMain.htm?courseId=1002960019,,
做好PPT，你需要知道这6件事,https://study.163.com/course/courseMain.htm?courseId=1002960027,,
AI零基础入门课程-新手小白学习必看,https://study.163.com/course/courseMain.htm?courseId=1661002,,
oeasy教你玩转色彩构成,https://study.163.com/course/courseMain.htm?courseId=666019,0,0
扑克魔术,https://study.163.com/course/courseMain.htm?courseId=212006,,
2016新版Ps平面设计基础及进阶,https://study.163.com/course/courseMain.htm?courseId=1002741003,,
玩转摄影：案例教学＋重点讲解,https://study.163.com/course/courseMain.htm?courseId=1004001012,,
狼族摄影公开课-第一季,https://study.163.com/course/courseMain.htm?courseId=1003945059,0,0
超易懂零基础魔方教程——三阶魔方初级入门,https://study.163.com/course/courseMain.htm?courseId=1438003,,
【免费】Excel高手进阶30个姿势,https://study.163.com/course/courseMain.htm?courseId=1003202005,,
数据分析师（Python）系列直播课,https://study.163.com/course/courseMain.htm?courseId=1004775033,,
话说用户体验,https://study.163.com/course/courseMain.htm?courseId=902011,,
摄影直播大讲堂,https://study.163.com/course/courseMain.htm?courseId=1003401012,,
超有趣手机拍照教学,https://study.163.com/course/courseMain.htm?courseId=1003308019,,
轻松读书：职场精英都在看的读书笔记PPT,https://study.163.com/course/courseMain.htm?courseId=832005,,
九型人格与职业生涯规划（PPT版 性格优势）,https://study.163.com/course/courseMain.htm?courseId=1454029,,
跟王佩丰学Excel视频教程：Excel实战1800分钟,https://study.163.com/course/courseMain.htm?courseId=670032,0,0
Bootstrap视频教程,https://study.163.com/course/courseMain.htm?courseId=1017002,,
Bootstrap 4：CSS 与 JS 框架,https://study.163.com/course/courseMain.htm?courseId=1005206018,,
网易大咖教你技术入门第1课,https://study.163.com/course/courseMain.htm?courseId=1002922001,,
装饰装修设计师超级宝典,https://study.163.com/course/courseMain.htm?courseId=237002,,
正经生活志,https://study.163.com/course/courseMain.htm?courseId=1003550004,,
朱研讲家装之风水篇,https://study.163.com/course/courseMain.htm?courseId=240001,,
HTML5 Web开发进入新时代视频教程,https://study.163.com/course/courseMain.htm?courseId=1003197008,,
网易教你成为年薪30W的设计师,https://study.163.com/course/courseMain.htm?courseId=1004886009,,
从零开始构建地产人数据思维,https://study.163.com/course/courseMain.htm?courseId=1004275014,,
亲子沟通，怎么说孩子才会听,https://study.163.com/course/courseMain.htm?courseId=1004043012,,
什么样的亲子关系，才是最完美的.,https://study.163.com/course/courseMain.htm?courseId=1004729020,0,0
商务沟通技巧,https://study.163.com/course/courseMain.htm?courseId=710007,,
《逻辑思维与口才》（初级）,https://study.163.com/course/courseMain.htm?courseId=958001,,
30天玩爆<数据透视表>,https://study.163.com/course/courseMain.htm?courseId=1476009,,
人力资源体系与规划（更新）,https://study.163.com/course/courseMain.htm?courseId=217001,,
假期攻略：放假提升能力8堂必修课,https://study.163.com/course/courseMain.htm?courseId=1004988019,,
WORD实用小技巧集锦（免费视频版）,https://study.163.com/course/courseMain.htm?courseId=1002937007,,
二语习得在中国,https://study.163.com/course/courseMain.htm?courseId=1005015006,,
果蔬挑选小窍门,https://study.163.com/course/courseMain.htm?courseId=212011,,
求职：实用的求职技巧和经验,https://study.163.com/course/courseMain.htm?courseId=341010,0,0
职场幽默风趣技巧,https://study.163.com/course/courseMain.htm?courseId=706106,,
求职面试 | 500强HR助力求职战役,https://study.163.com/course/courseMain.htm?courseId=1002863002,0,0
演讲口才精品课,https://study.163.com/course/courseMain.htm?courseId=1003006004,,
一个激进起步的展示,https://study.163.com/course/courseMain.htm?courseId=1005165037,,
Python零基础到项目实战,https://study.163.com/course/courseMain.htm?courseId=1005227009,,
思维导图,https://study.163.com/course/courseMain.htm?courseId=1004128030,,
2018客道讲堂精品课程合集,https://study.163.com/course/courseMain.htm?courseId=1004912006,,
高大上的PPT设计秘笈 人气体验版,https://study.163.com/course/courseMain.htm?courseId=1003050007,,
学习之道,https://study.163.com/course/courseMain.htm?courseId=1004710054,,
结构化思维,https://study.163.com/course/courseMain.htm?courseId=1004772003,,
人人都能懂宏观经济,https://study.163.com/course/courseMain.htm?courseId=1005227017,,
冯注龙的零基础PPT教程,https://study.163.com/course/courseMain.htm?courseId=1003383001,,
6个失传的销售心法,https://study.163.com/course/courseMain.htm?courseId=1003207002,,
人人都能会买房,https://study.163.com/course/courseMain.htm?courseId=1005210037,,
独立思考养成手册,https://study.163.com/course/courseMain.htm?courseId=1003664011,,
沟通交际 l 纵横职场说话三法则,https://study.163.com/course/courseMain.htm?courseId=1002754015,,
30个Word常见棘手问题解决方法,https://study.163.com/course/courseMain.htm?courseId=986028,,
理财规划全攻略：追赶财富君的脚步,https://study.163.com/course/courseMain.htm?courseId=809011,,
实现百万梦想的理财工具你也能上手,https://study.163.com/course/courseMain.htm?courseId=1003420006,,
人人都能学理财-零基础理财入门,https://study.163.com/course/courseMain.htm?courseId=1004035013,,
掌握六节职场礼仪，为自己加分！,https://study.163.com/course/courseMain.htm?courseId=1004786010,,
职场人必备的基金投资指南,https://study.163.com/course/courseMain.htm?courseId=1005094027,,
3分钟学炒股,https://study.163.com/course/courseMain.htm?courseId=1005181012,,
告别加班：8条极简工作之道,https://study.163.com/course/courseMain.htm?courseId=1004775048,,
给职场新人的Excel课,https://study.163.com/course/courseMain.htm?courseId=1002886001,,
Abby学摄影（第1季）,https://study.163.com/course/courseMain.htm?courseId=214017,,
互联网金融用户增长的数据逻辑,https://study.163.com/course/courseMain.htm?courseId=1005122004,0,0
留学必须要解决的12个问题,https://study.163.com/course/courseMain.htm?courseId=1003271007,,
职业思维|九大实操执行力提升法,https://study.163.com/course/courseMain.htm?courseId=1003844462,,
如何避开决策误区？,https://study.163.com/course/courseMain.htm?courseId=1004273002,,
时间管理 l 读书时间管理新法则,https://study.163.com/course/courseMain.htm?courseId=1002851010,,
认识儿童,https://study.163.com/course/courseMain.htm?courseId=1003844464,,
写给不是设计师的ps课程（第二卷）,https://study.163.com/course/courseMain.htm?courseId=1003122015,,
提高办公效率必学的键盘操作技巧,https://study.163.com/course/courseMain.htm?courseId=1003046004,,
数码单反户外实战摄影教程,https://study.163.com/course/courseMain.htm?courseId=1002943003,,
PPT2016职场版式设计（第二季）,https://study.163.com/course/courseMain.htm?courseId=995042,,
PPT2013职场版式设计(第一季),https://study.163.com/course/courseMain.htm?courseId=521006,,
轻松读书74期：精要主义,https://study.163.com/course/courseMain.htm?courseId=1003810065,,
财务会计基础知识讲解,https://study.163.com/course/courseMain.htm?courseId=1480001,,
BAT产品经理第一课,https://study.163.com/course/courseMain.htm?courseId=1002970016,,
当归中医：初识睡眠养生功,https://study.163.com/course/courseMain.htm?courseId=232010,,
以业绩为导向的人力资源管理,https://study.163.com/course/courseMain.htm?courseId=714001,0,0
Photoshop 全案例轻松自学教程 ps,https://study.163.com/course/courseMain.htm?courseId=396008,,
《轻松做出纳》,https://study.163.com/course/courseMain.htm?courseId=1010034,,
【漫画】思维导图时间管理（试读）,https://study.163.com/course/courseMain.htm?courseId=1037006,,
中国最牛简历课,https://study.163.com/course/courseMain.htm?courseId=482001,,
面试 l 撰写HR高管眼中完美简历,https://study.163.com/course/courseMain.htm?courseId=1002863001,,
《这张照片怎么拍》,https://study.163.com/course/courseMain.htm?courseId=1002904019,,
免费直播：零基础快速玩转Office,https://study.163.com/course/courseMain.htm?courseId=1004005001,,
PPT大神炼成记【设计6路功法】,https://study.163.com/course/courseMain.htm?courseId=1003226054,,
蓝铅笔 AI矢量插画设计教程,https://study.163.com/course/courseMain.htm?courseId=1126016,,
设计秘笈【版面设计】永久有效,https://study.163.com/course/courseMain.htm?courseId=1150029,,
新英语900句基础篇,https://study.163.com/course/courseMain.htm?courseId=1003327013,,
肢体语言解码：每一个动作都代表一种情绪,https://study.163.com/course/courseMain.htm?courseId=519102,,
轻松读书31：每天懂一点恋爱心理学,https://study.163.com/course/courseMain.htm?courseId=415003,,
托福TOEFL旗舰全程VIP（冲110分）,https://study.163.com/course/courseMain.htm?courseId=1219013,0,0
SAP HANA 学院汇总课程,https://study.163.com/course/courseMain.htm?courseId=461004,0,0
女性魅力课程——如何打造高效衣橱,https://study.163.com/course/courseMain.htm?courseId=1024006,0,0
Office2013之Word精讲,https://study.163.com/course/courseMain.htm?courseId=1321003,,
Photoshop教程零基础到精通【PS教程】,https://study.163.com/course/courseMain.htm?courseId=1002901006,,
Word高手技巧集锦,https://study.163.com/course/courseMain.htm?courseId=1002970004,,
直播：用Excel实现财新动态图表1例,https://study.163.com/course/courseMain.htm?courseId=1003987023,,
新手管理者如何转变工作方式和心态,https://study.163.com/course/courseMain.htm?courseId=1004046134,,
减法构图术——《自由职业摄影师》微专业体验课,https://mooc.study.163.com/learn/term/2001341000.htm,,
新道家思维智慧（上）,https://study.163.com/course/courseMain.htm?courseId=1002818015,,
PhotoShop课程｜人像修容处理技巧,https://study.163.com/course/courseMain.htm?courseId=1002819004,,
怎样用软文思维写工作总结？,https://study.163.com/course/courseMain.htm?courseId=1599008,,
怎样用长尾思维做职业规划？,https://study.163.com/course/courseMain.htm?courseId=1002963028,,
怎样用产品思维写工作计划？,https://study.163.com/course/courseMain.htm?courseId=1002820002,,
影楼PS实战秘笈(修图/特效/设计),https://study.163.com/course/courseMain.htm?courseId=1002778004,,
建筑草图大师：SketchUp,https://study.163.com/course/courseMain.htm?courseId=233003,,
21天记忆训练(双学位学霸主讲),https://study.163.com/course/courseMain.htm?courseId=1002982024,,
电信运营商实战工程师之华为篇,https://study.163.com/course/courseMain.htm?courseId=946011,,
《逻辑思维7级》课程,https://study.163.com/course/courseMain.htm?courseId=1350019,0,0
学完Python后该如何开始django学习,https://study.163.com/course/courseMain.htm?courseId=1004043141,,
Python网络爬虫实战,https://study.163.com/course/courseMain.htm?courseId=1003285002,,
1小时激发你的绘画潜能,https://study.163.com/course/courseMain.htm?courseId=1003894004,,
Project项目管理实战宣讲,https://study.163.com/course/courseMain.htm?courseId=1003985008,,
15种摄影常用构图方法,https://study.163.com/course/courseMain.htm?courseId=1459031,,
8小时之外如何利用互联网赚钱？,https://study.163.com/course/courseMain.htm?courseId=1003186022,,
Sketchup 2013 完全轻松自学教程,https://study.163.com/course/courseMain.htm?courseId=381005,,
轻松读书40期：拆掉思维里的墙,https://study.163.com/course/courseMain.htm?courseId=511008,,
轻松读书38期：魔鬼搭讪学,https://study.163.com/course/courseMain.htm?courseId=507002,,
轻松读书29：每天懂一点行为心理学,https://study.163.com/course/courseMain.htm?courseId=398001,,
记忆术与思维导图(第二版),https://study.163.com/course/courseMain.htm?courseId=1402003,,
轻松读书65：麦肯锡教我的写作武器,https://study.163.com/course/courseMain.htm?courseId=865006,,
轻松读书60期：曾国藩的正面与侧面,https://study.163.com/course/courseMain.htm?courseId=743009,,
轻松读书47期：非暴力沟通,https://study.163.com/course/courseMain.htm?courseId=555009,,
轻读27期：成功自我管理的29个工具,https://study.163.com/course/courseMain.htm?courseId=284018,,
轻松读书28期：人性的弱点,https://study.163.com/course/courseMain.htm?courseId=393012,,
轻松读书01期：定位,https://study.163.com/course/courseMain.htm?courseId=268003,,
轻松读书45期：学习的艺术,https://study.163.com/course/courseMain.htm?courseId=539019,,
如何用SEO思维写简历？,https://study.163.com/course/courseMain.htm?courseId=1442004,,
轻读07期：5分钟和陌生人成为朋友,https://study.163.com/course/courseMain.htm?courseId=297002,,
轻松读书66期：麦肯锡方法,https://study.163.com/course/courseMain.htm?courseId=877035,,
微营销基础课程,https://study.163.com/course/courseMain.htm?courseId=1003004002,,
轻松读书55期：影响力,https://study.163.com/course/courseMain.htm?courseId=655004,,
广告法规与管理 第二章—广告绪论,https://study.163.com/course/courseMain.htm?courseId=1003404005,,
轻松读书75期：刻意练习,https://study.163.com/course/courseMain.htm?courseId=1003871033,,
红利期已过，如何在微信创业？,https://study.163.com/course/courseMain.htm?courseId=1002873011,,
两小时快速开发自己的便笺系统,https://study.163.com/course/courseMain.htm?courseId=1003953006,,
Django views讲解,https://study.163.com/course/courseMain.htm?courseId=1004093099,,
电子商务跨平台运营公开课,https://study.163.com/course/courseMain.htm?courseId=1004044293,0,0
AU教程 Audition 2017 快速上手,https://study.163.com/course/courseMain.htm?courseId=1004046145,0,0
基于心理学的高效学习策略,https://study.163.com/course/courseMain.htm?courseId=1004014031,,
跟着汤老师读企业年报,https://study.163.com/course/courseMain.htm?courseId=1003225028,,
秋叶直播：普通人受用一生的成长术,https://study.163.com/course/courseMain.htm?courseId=1004003003,,
Python Web直播分享会,https://study.163.com/course/courseMain.htm?courseId=1003956008,,
"""知识焦虑”时代 成为崛起最快的1%",https://study.163.com/course/courseMain.htm?courseId=1003963001,,
线框图为什么不是越美越好？,https://study.163.com/course/courseMain.htm?courseId=1002835013,,
认知计算与人工智能,https://study.163.com/course/courseMain.htm?courseId=1003284004,,
考拉内部视觉设计宝典,https://study.163.com/course/courseMain.htm?courseId=1003958001,,
领导者心智模式建设之道,https://study.163.com/course/courseMain.htm?courseId=716012,,
美联英语：无痛职场英语口语,https://study.163.com/course/courseMain.htm?courseId=1228001,,
实用日常英语口语合集（中教）,https://study.163.com/course/courseMain.htm?courseId=1018102,0,0
约会学,https://study.163.com/course/courseMain.htm?courseId=350004,,
美得不像话的EXCEL2016图表,https://study.163.com/course/courseMain.htm?courseId=1483003,,
5步写出1秒打动HR的简历,https://study.163.com/course/courseMain.htm?courseId=270010,,
小码哥教育HTML5精品课程,https://study.163.com/course/courseMain.htm?courseId=1003269003,,
微信小程序：你需要知道的3件事,https://study.163.com/course/courseMain.htm?courseId=1003603060,,
约会技巧,https://study.163.com/course/courseMain.htm?courseId=350003,,
电商数据分析师养成记,https://study.163.com/course/courseMain.htm?courseId=875001,,
公众演讲与口才培训,https://study.163.com/course/courseMain.htm?courseId=274012,,
高管秘籍--弱势管理,https://study.163.com/course/courseMain.htm?courseId=637009,,
解析商务演示的成功公式,https://study.163.com/course/courseMain.htm?courseId=1003576010,,
轻读44：如何掌控自己的时间和生活,https://study.163.com/course/courseMain.htm?courseId=532007,,
人才流失预防的制胜5招,https://study.163.com/course/courseMain.htm?courseId=1003393005,0,0
绩效考核指标的量化技术,https://study.163.com/course/courseMain.htm?courseId=385015,0,0
王牌设计师：新古典风格宅,https://study.163.com/course/courseMain.htm?courseId=564019,0,0
中小企业财务主管财务分析实战,https://study.163.com/course/courseMain.htm?courseId=1003662030,,
人人都应该学小程序编程（免费）,https://study.163.com/course/courseMain.htm?courseId=1003606081,,
Leader真功夫,https://study.163.com/course/courseMain.htm?courseId=839005,,
职业思维|老司机传授职业适应宝典,https://study.163.com/course/courseMain.htm?courseId=1003887009,,
大学生必备的5项互联网技能,https://study.163.com/course/courseMain.htm?courseId=1003219012,,
幸福空间：美式风格家居设计,https://study.163.com/course/courseMain.htm?courseId=248001,,
一小时让你当众演讲,https://study.163.com/course/courseMain.htm?courseId=1003735016,,
轻松读书2018直播,https://study.163.com/course/courseMain.htm?courseId=952001,,
《新任管理者》专题直播分享会,https://study.163.com/course/courseMain.htm?courseId=1003285003,,
轻松读书41期：快速阅读,https://study.163.com/course/courseMain.htm?courseId=523011,,
SketchUP2014/2016完全自学教程,https://study.163.com/course/courseMain.htm?courseId=855034,,
轻松读书73期：蔡康永的说话之道,https://study.163.com/course/courseMain.htm?courseId=1003031011,,
高效沟通的“三言两语”,https://study.163.com/course/courseMain.htm?courseId=1211032,,
小白学运营：运营数据分析第一课,https://study.163.com/course/courseMain.htm?courseId=1003675009,,
手把手教你实现运营快速成长,https://study.163.com/course/courseMain.htm?courseId=1003664039,,
如何成为一个成功的职业经理人,https://study.163.com/course/courseMain.htm?courseId=718012,,
《财务如何管理》,https://study.163.com/course/courseMain.htm?courseId=1294011,,
秋叶直播：时间管理秘籍,https://study.163.com/course/courseMain.htm?courseId=1003321005,,
产品经理进阶之路——走出新手村,https://study.163.com/course/courseMain.htm?courseId=1002881005,,
电信运营商实战工程师之思科设备篇,https://study.163.com/course/courseMain.htm?courseId=940003,,
8天精通Linux操作系统实用技巧,https://study.163.com/course/courseMain.htm?courseId=1003227061,,
Python从零进阶学以致用,https://study.163.com/course/courseMain.htm?courseId=1003663026,,
网易家居公开课-墙面装修,https://study.163.com/course/courseMain.htm?courseId=270009,,
利用思维导图做一个思维导图学院,https://study.163.com/course/courseMain.htm?courseId=1003186018,,
CS231n计算机视觉课程,https://study.163.com/course/courseMain.htm?courseId=1003223001,,
摄影评片会,https://study.163.com/course/courseMain.htm?courseId=979003,,
产品经理学技术,https://study.163.com/course/courseMain.htm?courseId=1003329003,,
互联网产品&运营岗位如何选择？,https://study.163.com/course/courseMain.htm?courseId=1003531007,,
知识产权理论及其制度的演进,https://study.163.com/course/courseMain.htm?courseId=989013,,
家居风水怎么看的,https://study.163.com/course/courseMain.htm?courseId=1466012,,
CORELDWAW超级速成,https://study.163.com/course/courseMain.htm?courseId=1120005,0,0
【管理预备课】领导力培训（体验）,https://study.163.com/course/courseMain.htm?courseId=688009,,
关于微信小程序，你应该知道的事,https://study.163.com/course/courseMain.htm?courseId=1003517002,,
10天学会Shell编程,https://study.163.com/course/courseMain.htm?courseId=1238027,,
尚学堂_史上最易懂的设计模式视频,https://study.163.com/course/courseMain.htm?courseId=1062009,,
【管理预备课】如何识别人才？（体验）,https://study.163.com/course/courseMain.htm?courseId=540002,,
跟秋叶学排版,https://study.163.com/course/courseMain.htm?courseId=215002,,
资本运作：四两拨千斤,https://study.163.com/course/courseMain.htm?courseId=232001,,
ICT项目经理的过去，现在和未来,https://study.163.com/course/courseMain.htm?courseId=1002754004,,
突围择业迷茫与职业瓶颈,https://study.163.com/course/courseMain.htm?courseId=433005,,
创业型企业的人员管理,https://study.163.com/course/courseMain.htm?courseId=265001,,
如何成为“神”一样的项目经理！,https://study.163.com/course/courseMain.htm?courseId=1002824001,,
情绪压力管理,https://study.163.com/course/courseMain.htm?courseId=1215003,,
从营改增，谈谈财务人员的职业规划,https://study.163.com/course/courseMain.htm?courseId=1002963032,,
免费银行信息科技外包管理,https://study.163.com/course/courseMain.htm?courseId=1026008,,
多多和你一起识别建筑施工图,https://study.163.com/course/courseMain.htm?courseId=1142002,,
"结构化思考, 图形化演示 ~职场中の思维导图",https://study.163.com/course/courseMain.htm?courseId=587001,,
360°解析PPT制作-公开课,https://study.163.com/course/courseMain.htm?courseId=1697003,,
职场小白必学的PPT动画技巧,https://study.163.com/course/courseMain.htm?courseId=1003000011,,
设计师必学手绘～基础,https://study.163.com/course/courseMain.htm?courseId=1002728001,,
网易云课堂前端开发交流会,https://study.163.com/course/courseMain.htm?courseId=1054012,,
赢在行动-如何提升执行力,https://study.163.com/course/courseMain.htm?courseId=667017,,
边玩边学 收纳全课｛入门级｝,https://study.163.com/course/courseMain.htm?courseId=1003169006,,
魅力声音训练技巧,https://study.163.com/course/courseMain.htm?courseId=1003308006,,
CAD快速入门教程-CAD零基础教程,https://study.163.com/course/courseMain.htm?courseId=1003335009,,
【简快阅读31】如何高效学习——整体性学习法,https://study.163.com/course/courseMain.htm?courseId=1417001,,
高效学习法,https://study.163.com/course/courseMain.htm?courseId=1038008,,
【简快阅读-6】高效时间管理：下班后赚更多！,https://study.163.com/course/courseMain.htm?courseId=803018,,
【简快阅读29】提早6小时下班的高效工作术,https://study.163.com/course/courseMain.htm?courseId=1155001,,
【简快阅读-8】“升职加薪”的时间管理术,https://study.163.com/course/courseMain.htm?courseId=831006,,
《时间管理的12个技巧》,https://study.163.com/course/courseMain.htm?courseId=980025,,
X SCHOOL 未来学院家长讲坛开播,https://study.163.com/course/courseMain.htm?courseId=1003603021,,
500强精英深度解读行业优势与挑战,https://study.163.com/course/courseMain.htm?courseId=1002864001,,
职商入门篇——提升职商的八大能力,https://study.163.com/course/courseMain.htm?courseId=1174013,,
让别人从内心欣赏你的8个方法,https://study.163.com/course/courseMain.htm?courseId=273010,,
销售人员的人脉经营,https://study.163.com/course/courseMain.htm?courseId=1337012,,
大学生该如何看待人脉这件事？,https://study.163.com/course/courseMain.htm?courseId=1002862004,,
社交潜规则-如何建立人脉,https://study.163.com/course/courseMain.htm?courseId=1003093001,,
【PPT档案馆03期】年终总结PPT,https://study.163.com/course/courseMain.htm?courseId=1003488013,,
对话大数据,https://study.163.com/course/courseMain.htm?courseId=1036006,,
基于战略的薪酬体系设计,https://study.163.com/course/courseMain.htm?courseId=1003101012,,
HR职业发展及加薪之道,https://study.163.com/course/courseMain.htm?courseId=1002974010,,
"这波人工智能潮,你可不能再跟丢",https://study.163.com/course/courseMain.htm?courseId=1003520030,,
倪建伟教你用销售方式获得别人信任,https://study.163.com/course/courseMain.htm?courseId=1003606043,,
自雇自足：如何让你的工作更自由,https://study.163.com/course/courseMain.htm?courseId=1003554014,,
在线思维导图工具之ProcessOn,https://study.163.com/course/courseMain.htm?courseId=1336012,,
3分钟玩爆<EXCEL操作技能> 20例,https://study.163.com/course/courseMain.htm?courseId=1002977012,,
时间不够用？用时间日志找出原因,https://study.163.com/course/courseMain.htm?courseId=1002831019,,
职业规划 l新入职场，菜鸟成长指南,https://study.163.com/course/courseMain.htm?courseId=1003323016,,
交互设计师必备的九种技能,https://study.163.com/course/courseMain.htm?courseId=1003342012,,
无需意志力的习惯养成方法,https://study.163.com/course/courseMain.htm?courseId=1003551013,,
如何通过知识型写作扩大个人影响力,https://study.163.com/course/courseMain.htm?courseId=1003553001,,
哪个互联网岗位最适合我？,https://study.163.com/course/courseMain.htm?courseId=1003523031,,
【充电节】云课堂运营大咖分享会,https://study.163.com/course/courseMain.htm?courseId=1003387011,,
【简快阅读39】唤醒觉醒的天才,https://study.163.com/course/courseMain.htm?courseId=1666001,,
财务职场潜规则,https://study.163.com/course/courseMain.htm?courseId=1003340012,,
让转化率提升10倍的标题怎么写？,https://study.163.com/course/courseMain.htm?courseId=1003390007,,
线上与线下活动的运营要点与差异,https://study.163.com/course/courseMain.htm?courseId=1003434012,,
版本与优先级：每个功能都是MVP,https://study.163.com/course/courseMain.htm?courseId=1003427004,,
定考核指标：做令人信服的产品经理,https://study.163.com/course/courseMain.htm?courseId=1003434011,,
如何寻找到用户并准确挖掘需求？,https://study.163.com/course/courseMain.htm?courseId=1003430001,,
如何做好第三方渠道的引流推广？,https://study.163.com/course/courseMain.htm?courseId=1003401017,,
PPT2013 PS&AI组合技巧教程,https://study.163.com/course/courseMain.htm?courseId=1061002,,
Excel2013 十大明星函数（第一季）,https://study.163.com/course/courseMain.htm?courseId=1009026,0,0
Word2013论文七步高效排版教程,https://study.163.com/course/courseMain.htm?courseId=1044001,,
假日必学！教你装BI朋友圈,https://study.163.com/course/courseMain.htm?courseId=1003269011,,
